,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
1,1,Tomotto ottu, 1, 12,2014-5-10
2,2,LadyFinger, 1, 22,2014-5-10
3,3,SnakeGuard, 1, 20,2014-5-10
4,4,BitterGourd, 1, 34,2014-5-10
5,5,Bottlegourd, 1, 14,2014-5-10
6,6,Pumpkin, 1, 16,2014-5-10
7,7,Bean, 1, 44,2014-5-10
8,8,ClusterBeans, 1, 16,2014-5-10
9,9,Red Chillies, 1, 74,2014-5-10
10,10,Onion, 1, 26,2014-5-10
11,11,Pallari, 1, 20,2014-5-10
12,12,Ginger, 1, 130,2014-5-10
13,13,Potato, 1, 28,2014-5-10
14,14,Radish, 1, 14,2014-5-10
15,15,Mango, 1, 20,2014-5-10
16,16,Cabbage, 1, 14,2014-5-10
17,17,Carrot, 1, 32,2014-5-10
18,18,Beetroot, 1, 24,2014-5-10
19,19,Soybeans, 1, 110,2014-5-10
20,20,Drumstickbeans, 1, 46,2014-5-10
21,21,butterbeans, 1, –,2014-5-10
22,22,Banana nut, 1 piece, 04,2014-5-10
23,23,Banana stem, 1, 8,2014-5-10
24,24,BananaFlower, 1, 6,2014-5-10
25,25,Curry leaves, 1, 40,2014-5-10
26,26,Coriander leaves, 1, 40,2014-5-10
27,27,Mint, 1, 25,2014-5-10
28,28,GreensLeaves, 1, 8,2014-5-10
29,29,Garlic, 1, 60-100,2014-5-10
30,30,ButtonMushrooms, 1, 180,2014-5-10
31,31,Papaya, 1, 22,2014-5-10
32,32,SavSav, 1, 32,2014-5-10
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 28,2014-6-10
1,1,Tomotto ottu, 1, 18,2014-6-10
2,2,LadyFinger, 1, 26,2014-6-10
3,3,SnakeGuard, 1, 24,2014-6-10
4,4,BitterGourd, 1, 32,2014-6-10
5,5,Bottlegourd, 1, 12,2014-6-10
6,6,Pumpkin, 1, 16,2014-6-10
7,7,Bean, 1, 64,2014-6-10
8,8,ClusterBeans, 1, 16,2014-6-10
9,9,Red Chillies, 1, 26,2014-6-10
10,10,Onion, 1, 24,2014-6-10
11,11,Pallari, 1, 22,2014-6-10
12,12,Ginger, 1, 130,2014-6-10
13,13,Potato, 1, 30,2014-6-10
14,14,Radish, 1, 22,2014-6-10
15,15,Mango, 1, 18,2014-6-10
16,16,Cabbage, 1, 20,2014-6-10
17,17,Carrot, 1, 44,2014-6-10
18,18,Beetroot, 1, 28,2014-6-10
19,19,Soybeans, 1, 120,2014-6-10
20,20,Drumstickbeans, 1, 56,2014-6-10
21,21,butterbeans, 1, –,2014-6-10
22,22,Banana nut, 1 piece, 04,2014-6-10
23,23,Banana stem, 1, 8,2014-6-10
24,24,BananaFlower, 1, 8,2014-6-10
25,25,Curry leaves, 1, 30,2014-6-10
26,26,Coriander leaves, 1, 40,2014-6-10
27,27,Mint, 1, 30,2014-6-10
28,28,GreensLeaves, 1, 10,2014-6-10
29,29,Garlic, 1, 100-120,2014-6-10
30,30,ButtonMushrooms, 1, 190,2014-6-10
31,31,Papaya, 1, 20,2014-6-10
32,32,SavSav, 1, 38,2014-6-10
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 56,2014-7-10
1,1,Tomotto ottu, 1, 36,2014-7-10
2,2,LadyFinger, 1, 38,2014-7-10
3,3,SnakeGuard, 1, 26,2014-7-10
4,4,BitterGourd, 1, 44,2014-7-10
5,5,Bottlegourd, 1, 14,2014-7-10
6,6,Pumpkin, 1, 18,2014-7-10
7,7,Bean, 1, 50,2014-7-10
8,8,ClusterBeans, 1, 26,2014-7-10
9,9,Red Chillies, 1, 50,2014-7-10
10,10,Onion, 1, 26,2014-7-10
11,11,Pallari, 1, 34,2014-7-10
12,12,Ginger, 1, 130,2014-7-10
13,13,Potato, 1, 36,2014-7-10
14,14,Radish, 1, 24,2014-7-10
15,15,Mango, 1, 20,2014-7-10
16,16,Cabbage, 1, 28,2014-7-10
17,17,Carrot, 1, 48,2014-7-10
18,18,Beetroot, 1, 40,2014-7-10
19,19,Soybeans, 1, 100,2014-7-10
20,20,Drumstickbeans, 1, 70,2014-7-10
21,21,butterbeans, 1, –,2014-7-10
22,22,Banana nut, 1 piece, 4,2014-7-10
23,23,Banana stem, 1, 8,2014-7-10
24,24,BananaFlower, 1, 6,2014-7-10
25,25,Curry leaves, 1, 20,2014-7-10
26,26,Coriander leaves, 1, 64,2014-7-10
27,27,Mint, 1, 25,2014-7-10
28,28,GreensLeaves, 1, 10,2014-7-10
29,29,Garlic, 1, 70-140,2014-7-10
30,30,ButtonMushrooms, 1, 180,2014-7-10
31,31,Papaya, 1, 24,2014-7-10
32,32,SavSav, 1, 40,2014-7-10
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 34,2014-8-10
1,1,Tomotto ottu, 1, 44,2014-8-10
2,2,Ladys Finger, 1, 26,2014-8-10
3,3,Snake Guard, 1, 24,2014-8-10
4,4,Bitter Gourd, 1, 40,2014-8-10
5,5,Bottle gourd, 1, 14,2014-8-10
6,6,Pumpkin, 1, 18,2014-8-10
7,7,Bean, 1, 36,2014-8-10
8,8,Cluster Beans, 1, 20,2014-8-10
9,9,Red Chilies, 1, 44,2014-8-10
10,10,Onion, 1, 36,2014-8-10
11,11,Pallari, 1, 36,2014-8-10
12,12,Ginger, 1, 130,2014-8-10
13,13,Potato, 1, 38,2014-8-10
14,14,Radish, 1, 20,2014-8-10
15,15,Mango, 1, 28,2014-8-10
16,16,Cabbage, 1, 24,2014-8-10
17,17,Carrot, 1, 50,2014-8-10
18,18,Beetroot, 1, 48,2014-8-10
19,19,Soybeans, 1, 68,2014-8-10
20,20,Drumstick beans, 1, 54,2014-8-10
21,21,butter beans, 1, –,2014-8-10
22,22,Banana nut, 1 piece, 4,2014-8-10
23,23,Banana stem, 1, 8,2014-8-10
24,24,Banana Flower, 1, 10,2014-8-10
25,25,Curry leaves, 1, 20,2014-8-10
26,26,Coriander leaves, 1, 30,2014-8-10
27,27,Mint, 1, 35,2014-8-10
28,28,Greens Leaves, 1, 12,2014-8-10
29,29,Garlic, 1, 100-130,2014-8-10
30,30,Button Mushrooms, 1, 196,2014-8-10
31,31,Papaya, 1, 20,2014-8-10
32,32,SavSav, 1, 30,2014-8-10
,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal, 1, 16,2014-6-10
1,Tomotto ottu, 1, 18,2014-6-10
2,LadyFinger, 1, 24,2014-6-10
3,SnakeGuard, 1, 20,2014-6-10
4,BitterGourd, 1, 36,2014-6-10
5,Bottlegourd, 1, 12,2014-6-10
6,Pumpkin, 1, 20,2014-6-10
7,Bean, 1, 66,2014-6-10
8,ClusterBeans, 1, 14,2014-6-10
9,Red Chillies, 1, 36,2014-6-10
10,Onion, 1, 24,2014-6-10
11,Pallari, 1, 20,2014-6-10
12,Ginger, 1, 130,2014-6-10
13,Potato, 1, 32,2014-6-10
14,Radish, 1, 20,2014-6-10
15,Mango, 1, 14,2014-6-10
16,Cabbage, 1, 20,2014-6-10
17,Carrot, 1, 36,2014-6-10
18,Beetroot, 1, 26,2014-6-10
19,Soybeans, 1, 110,2014-6-10
20,Drumstickbeans, 1, 56,2014-6-10
21,butterbeans, 1, –,2014-6-10
22,Banana nut, 1 piece, 03,2014-6-10
23,Banana stem, 1, 8,2014-6-10
24,BananaFlower, 1, 6,2014-6-10
25,Curry leaves, 1, 35,2014-6-10
26,Coriander leaves, 1, 30,2014-6-10
27,Mint, 1, 20,2014-6-10
28,GreensLeaves, 1, 8,2014-6-10
29,Garlic, 1, 70-140,2014-6-10
30,ButtonMushrooms, 1, 180,2014-6-10
31,Papaya, 1, 20,2014-6-10
32,SavSav, 1, 36,2014-6-10
,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal, 1, 60,2014-7-10
1,Tomotto ottu, 1, 20,2014-7-10
2,LadyFinger, 1, 36,2014-7-10
3,SnakeGuard, 1, 26,2014-7-10
4,BitterGourd, 1, 44,2014-7-10
5,Bottlegourd, 1, 14,2014-7-10
6,Pumpkin, 1, 18,2014-7-10
7,Bean, 1, 64,2014-7-10
8,ClusterBeans, 1, 24,2014-7-10
9,Red Chillies, 1, 50,2014-7-10
10,Onion, 1, 22,2014-7-10
11,Pallari, 1, 30,2014-7-10
12,Ginger, 1, 130,2014-7-10
13,Potato, 1, 36,2014-7-10
14,Radish, 1, 26,2014-7-10
15,Mango, 1, 12,2014-7-10
16,Cabbage, 1, 28,2014-7-10
17,Carrot, 1, 40,2014-7-10
18,Beetroot, 1, 40,2014-7-10
19,Soybeans, 1, 110,2014-7-10
20,Drumstickbeans, 1, 70,2014-7-10
21,butterbeans, 1, –,2014-7-10
22,Banana nut, 1 piece, 3,2014-7-10
23,Banana stem, 1, 8,2014-7-10
24,BananaFlower, 1, 8,2014-7-10
25,Curry leaves, 1, 25,2014-7-10
26,Coriander leaves, 1, 80,2014-7-10
27,Mint, 1, 30,2014-7-10
28,GreensLeaves, 1, 10,2014-7-10
29,Garlic, 1, 100-140,2014-7-10
30,ButtonMushrooms, 1, 196,2014-7-10
31,Papaya, 1, 24,2014-7-10
32,SavSav, 1, 38,2014-7-10
,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal, 1, 36,2014-8-10
1,Tomotto ottu, 1, 42,2014-8-10
2,Ladys Finger, 1, 26,2014-8-10
3,Snake Guard, 1, 24,2014-8-10
4,Bitter Gourd, 1, 40,2014-8-10
5,Bottle gourd, 1, 14,2014-8-10
6,Pumpkin, 1, 20,2014-8-10
7,Bean, 1, 44,2014-8-10
8,Cluster Beans, 1, 20,2014-8-10
9,Red Chilies, 1, 50,2014-8-10
10,Onion, 1, 34,2014-8-10
11,Pallari, 1, 36,2014-8-10
12,Ginger, 1, 140,2014-8-10
13,Potato, 1, 38,2014-8-10
14,Radish, 1, 20,2014-8-10
15,Mango, 1, 24,2014-8-10
16,Cabbage, 1, 20,2014-8-10
17,Carrot, 1, 48,2014-8-10
18,Beetroot, 1, 50,2014-8-10
19,Soybeans, 1, 60,2014-8-10
20,Drumstick beans, 1, 60,2014-8-10
21,butter beans, 1, –,2014-8-10
22,Banana nut, 1 piece, 4,2014-8-10
23,Banana stem, 1, 8,2014-8-10
24,Banana Flower, 1, 6,2014-8-10
25,Curry leaves, 1, 20,2014-8-10
26,Coriander leaves, 1, 25,2014-8-10
27,Mint, 1, 25,2014-8-10
28,Greens Leaves, 1, 10,2014-8-10
29,Garlic, 1, 70-180,2014-8-10
30,Button Mushrooms, 1, 180,2014-8-10
31,Papaya, 1, 20,2014-8-10
32,SavSav, 1, 36,2014-8-10
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal/கத்தரிக்காய், 1, 30,2014-1-11
1,1,Tomotto ottu/தக்காளி ஒட்டு, 1, 10,2014-1-11
2,2,LadyFinger/வெண்டைக்காய், 1, 24,2014-1-11
3,3,SnakeGuard/புடலங்காய், 1, 16,2014-1-11
4,4,BitterGourd/பாகற்காய், 1, 24,2014-1-11
5,5,Bottlegourd/சுரைக்காய், 1, 12,2014-1-11
6,6,Pumpkin/பூசணிக்காய், 1, 14,2014-1-11
7,7,Bean/அவரை, 1, 20,2014-1-11
8,8,ClusterBeans/கொத்தவரை, 1, 14,2014-1-11
9,9,Red Chillies/குண்டு மிளகாய், 1, 20,2014-1-11
10,10,Onion/வெங்காயம், 1, 24,2014-1-11
11,11,Pallari/பல்லாரி, 1, 22,2014-1-11
12,12,Ginger/இஞ்சி, 1, 90,2014-1-11
13,13,Potato/உருளைக்கிழங்கு, 1, 28,2014-1-11
14,14,Radish/முள்ளங்கி, 1, 14,2014-1-11
15,15,Mango/மாங்காய், 1, 50,2014-1-11
16,16,Cabbage/முட்டைக்கோஸ், 1, 14,2014-1-11
17,17,Carrot/கேரட், 1, 22,2014-1-11
18,18,Beetroot/பீட்ரூட், 1, 18,2014-1-11
19,19,Soybeans/சோயாபீன்ஸ், 1, 80,2014-1-11
20,20,Drumstickbeans/முருங்கைபீன்ஸ், 1, 38,2014-1-11
21,21,butterbeans/பட்டர்பீன்ஸ், 1, 90,2014-1-11
22,22,Banana nut/வாழைக்காய், 1 piece, 04,2014-1-11
23,23,Banana stem/வாழைத்தண்டு, 1, 08,2014-1-11
24,24,BananaFlower/வாழைப்பூ, 1, 06,2014-1-11
25,25,Curry leaves/கருவேப்பிலை, 1, 20,2014-1-11
26,26,Coriander leaves/மல்லி இலை, 1, 40,2014-1-11
27,27,Mint/புதினா, 1, 30,2014-1-11
28,28,GreensLeaves/கீரைக்கட்டு, 1, 10,2014-1-11
29,29,Garlic/பூண்டு, 1, 80-140,2014-1-11
30,30,ButtonMushrooms/ பட்டன்காளான், 1, 180,2014-1-11
31,31,Papaya/ பப்பாளிப்பழம், 1, 20,2014-1-11
32,32,SavSav/ சவ்சவ், 1, 14,2014-1-11
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal/கத்தரிக்காய், 1, 48,2014-2-11
1,1,Tomotto ottu/தக்காளி ஒட்டு, 1, 08,2014-2-11
2,2,LadyFinger/வெண்டைக்காய், 1, 40,2014-2-11
3,3,SnakeGuard/புடலங்காய், 1, 24,2014-2-11
4,4,BitterGourd/பாகற்காய், 1, 30,2014-2-11
5,5,Bottlegourd/சுரைக்காய், 1, 16,2014-2-11
6,6,Pumpkin/பூசணிக்காய், 1, 16,2014-2-11
7,7,Bean/அவரை, 1, 34,2014-2-11
8,8,ClusterBeans/கொத்தவரை, 1, 18,2014-2-11
9,9,Red Chillies/குண்டு மிளகாய், 1, 30,2014-2-11
10,10,Onion/வெங்காயம், 1, 22,2014-2-11
11,11,Pallari/பல்லாரி, 1, 18,2014-2-11
12,12,Ginger/இஞ்சி, 1, 100,2014-2-11
13,13,Potato/உருளைக்கிழங்கு, 1, 26,2014-2-11
14,14,Radish/முள்ளங்கி, 1, 18,2014-2-11
15,15,Mango/மாங்காய், 1, 34,2014-2-11
16,16,Cabbage/முட்டைக்கோஸ், 1, 14,2014-2-11
17,17,Carrot/கேரட், 1, 20,2014-2-11
18,18,Beetroot/பீட்ரூட், 1, 24,2014-2-11
19,19,Soybeans/சோயாபீன்ஸ், 1, 64,2014-2-11
20,20,Drumstickbeans/முருங்கைபீன்ஸ், 1, 34,2014-2-11
21,21,butterbeans/பட்டர்பீன்ஸ், 1, 70,2014-2-11
22,22,Banana nut/வாழைக்காய், 1 piece, 04,2014-2-11
23,23,Banana stem/வாழைத்தண்டு, 1, 10,2014-2-11
24,24,BananaFlower/வாழைப்பூ, 1, 10,2014-2-11
25,25,Curry leaves/கருவேப்பிலை, 1, 30,2014-2-11
26,26,Coriander leaves/மல்லி இலை, 1, 40,2014-2-11
27,27,Mint/புதினா, 1, 30,2014-2-11
28,28,GreensLeaves/கீரைக்கட்டு, 1, 08,2014-2-11
29,29,Garlic/பூண்டு, 1, 120-140,2014-2-11
30,30,ButtonMushrooms/ பட்டன்காளான், 1, 190,2014-2-11
31,31,Papaya/ பப்பாளிப்பழம், 1, 24,2014-2-11
32,32,SavSav/ சவ்சவ், 1, 20,2014-2-11
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal/கத்தரிக்காய், 1, 24,2014-3-11
1,1,Tomotto ottu/தக்காளி ஒட்டு, 1, 04,2014-3-11
2,2,LadyFinger/வெண்டைக்காய், 1, 30,2014-3-11
3,3,SnakeGuard/புடலங்காய், 1, 18,2014-3-11
4,4,BitterGourd/பாகற்காய், 1, 20,2014-3-11
5,5,Bottlegourd/சுரைக்காய், 1, 10,2014-3-11
6,6,Pumpkin/பூசணிக்காய், 1, 14,2014-3-11
7,7,Bean/அவரை, 1, 30,2014-3-11
8,8,ClusterBeans/கொத்தவரை, 1, 24,2014-3-11
9,9,Red Chillies/குண்டு மிளகாய், 1, 28,2014-3-11
10,10,Onion/வெங்காயம், 1, 18,2014-3-11
11,11,Pallari/பல்லாரி, 1, 16,2014-3-11
12,12,Ginger/இஞ்சி, 1, 86,2014-3-11
13,13,Potato/உருளைக்கிழங்கு, 1, 24,2014-3-11
14,14,Radish/முள்ளங்கி, 1, 12,2014-3-11
15,15,Mango/மாங்காய், 1, 44,2014-3-11
16,16,Cabbage/முட்டைக்கோஸ், 1, 12,2014-3-11
17,17,Carrot/கேரட், 1, 16,2014-3-11
18,18,Beetroot/பீட்ரூட், 1, 16,2014-3-11
19,19,Soybeans/சோயாபீன்ஸ், 1, 66,2014-3-11
20,20,Drumstickbeans/முருங்கைபீன்ஸ், 1, 50,2014-3-11
21,21,butterbeans/பட்டர்பீன்ஸ், 1, 70,2014-3-11
22,22,Banana nut/வாழைக்காய், 1 piece, 03,2014-3-11
23,23,Banana stem/வாழைத்தண்டு, 1, 07,2014-3-11
24,24,BananaFlower/வாழைப்பூ, 1, 07,2014-3-11
25,25,Curry leaves/கருவேப்பிலை, 1, 20,2014-3-11
26,26,Coriander leaves/மல்லி இலை, 1, 25,2014-3-11
27,27,Mint/புதினா, 1, 20,2014-3-11
28,28,GreensLeaves/கீரைக்கட்டு, 1, 08,2014-3-11
29,29,Garlic/பூண்டு, 1, 120-140,2014-3-11
30,30,ButtonMushrooms/ பட்டன்காளான், 1, 180,2014-3-11
31,31,Papaya/ பப்பாளிப்பழம், 1, 24,2014-3-11
32,32,SavSav/ சவ்சவ், 1, 14,2014-3-11
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal/கத்தரிக்காய், 1, 26,2014-4-11
1,1,Tomotto ottu/தக்காளி ஒட்டு, 1, 12,2014-4-11
2,2,LadyFinger/வெண்டைக்காய், 1, 28,2014-4-11
3,3,SnakeGuard/புடலங்காய், 1, 18,2014-4-11
4,4,BitterGourd/பாகற்காய், 1, 24,2014-4-11
5,5,Bottlegourd/சுரைக்காய், 1, 10,2014-4-11
6,6,Pumpkin/பூசணிக்காய், 1, 14,2014-4-11
7,7,Bean/அவரை, 1, 44,2014-4-11
8,8,ClusterBeans/கொத்தவரை, 1, 26,2014-4-11
9,9,Red Chillies/குண்டு மிளகாய், 1, 28,2014-4-11
10,10,Onion/வெங்காயம், 1, 20,2014-4-11
11,11,Pallari/பல்லாரி, 1, 14,2014-4-11
12,12,Ginger/இஞ்சி, 1, 130,2014-4-11
13,13,Potato/உருளைக்கிழங்கு, 1, 30,2014-4-11
14,14,Radish/முள்ளங்கி, 1, 14,2014-4-11
15,15,Mango/மாங்காய், 1, 22,2014-4-11
16,16,Cabbage/முட்டைக்கோஸ், 1, 14,2014-4-11
17,17,Carrot/கேரட், 1, 22,2014-4-11
18,18,Beetroot/பீட்ரூட், 1, 16,2014-4-11
19,19,Soybeans/சோயாபீன்ஸ், 1, 70,2014-4-11
20,20,Drumstickbeans/முருங்கைபீன்ஸ், 1, 56,2014-4-11
21,21,butterbeans/பட்டர்பீன்ஸ், 1, 80,2014-4-11
22,22,Banana nut/வாழைக்காய், 1 piece, 03,2014-4-11
23,23,Banana stem/வாழைத்தண்டு, 1, 08,2014-4-11
24,24,BananaFlower/வாழைப்பூ, 1, 05,2014-4-11
25,25,Curry leaves/கருவேப்பிலை, 1, 35,2014-4-11
26,26,Coriander leaves/மல்லி இலை, 1, 30,2014-4-11
27,27,Mint/புதினா, 1, 20,2014-4-11
28,28,GreensLeaves/கீரைக்கட்டு, 1, 10,2014-4-11
29,29,Garlic/பூண்டு, 1, 60-120,2014-4-11
30,30,ButtonMushrooms/ பட்டன்காளான், 1, 190,2014-4-11
31,31,Papaya/ பப்பாளிப்பழம், 1, 20,2014-4-11
32,32,SavSav/ சவ்சவ், 1, 30,2014-4-11
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 30,2014-5-11
1,1,Tomotto ottu, 1, 14,2014-5-11
2,2,LadyFinger, 1, 24,2014-5-11
3,3,SnakeGuard, 1, 30,2014-5-11
4,4,BitterGourd, 1, 34,2014-5-11
5,5,Bottlegourd, 1, 14,2014-5-11
6,6,Pumpkin, 1, 16,2014-5-11
7,7,Bean, 1, 40,2014-5-11
8,8,ClusterBeans, 1, 14,2014-5-11
9,9,Red Chillies, 1, 70,2014-5-11
10,10,Onion, 1, 24,2014-5-11
11,11,Pallari, 1, 18,2014-5-11
12,12,Ginger, 1, 140,2014-5-11
13,13,Potato, 1, 30,2014-5-11
14,14,Radish, 1, 14,2014-5-11
15,15,Mango, 1, 15,2014-5-11
16,16,Cabbage, 1, 14,2014-5-11
17,17,Carrot, 1, 34,2014-5-11
18,18,Beetroot, 1, 26,2014-5-11
19,19,Soybeans, 1, 110,2014-5-11
20,20,Drumstickbeans, 1, 46,2014-5-11
21,21,butterbeans, 1, –,2014-5-11
22,22,Banana nut, 1 piece, 04,2014-5-11
23,23,Banana stem, 1, 8,2014-5-11
24,24,BananaFlower, 1, 6,2014-5-11
25,25,Curry leaves, 1, 30,2014-5-11
26,26,Coriander leaves, 1, 40,2014-5-11
27,27,Mint, 1, 25,2014-5-11
28,28,GreensLeaves, 1, 10,2014-5-11
29,29,Garlic, 1, 60-100,2014-5-11
30,30,ButtonMushrooms, 1, 180,2014-5-11
31,31,Papaya, 1, 20,2014-5-11
32,32,SavSav, 1, 34,2014-5-11
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 32,2014-6-11
1,1,Tomotto ottu, 1, 20,2014-6-11
2,2,LadyFinger, 1, 24,2014-6-11
3,3,SnakeGuard, 1, 26,2014-6-11
4,4,BitterGourd, 1, 34,2014-6-11
5,5,Bottlegourd, 1, 12,2014-6-11
6,6,Pumpkin, 1, 16,2014-6-11
7,7,Bean, 1, 74,2014-6-11
8,8,ClusterBeans, 1, 16,2014-6-11
9,9,Red Chillies, 1, 26,2014-6-11
10,10,Onion, 1, 24,2014-6-11
11,11,Pallari, 1, 24,2014-6-11
12,12,Ginger, 1, 120,2014-6-11
13,13,Potato, 1, 30,2014-6-11
14,14,Radish, 1, 18,2014-6-11
15,15,Mango, 1, 14,2014-6-11
16,16,Cabbage, 1, 20,2014-6-11
17,17,Carrot, 1, 34,2014-6-11
18,18,Beetroot, 1, 30,2014-6-11
19,19,Soybeans, 1, 120,2014-6-11
20,20,Drumstickbeans, 1, 56,2014-6-11
21,21,butterbeans, 1, –,2014-6-11
22,22,Banana nut, 1 piece, 03,2014-6-11
23,23,Banana stem, 1, 8,2014-6-11
24,24,BananaFlower, 1, 8,2014-6-11
25,25,Curry leaves, 1, 20,2014-6-11
26,26,Coriander leaves, 1, 45,2014-6-11
27,27,Mint, 1, 30,2014-6-11
28,28,GreensLeaves, 1, 10,2014-6-11
29,29,Garlic, 1, 80-100,2014-6-11
30,30,ButtonMushrooms, 1, 190,2014-6-11
31,31,Papaya, 1, 24,2014-6-11
32,32,SavSav, 1, 36,2014-6-11
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 54,2014-7-11
1,1,Tomotto ottu, 1, 36,2014-7-11
2,2,LadyFinger, 1, 34,2014-7-11
3,3,SnakeGuard, 1, 26,2014-7-11
4,4,BitterGourd, 1, 40,2014-7-11
5,5,Bottlegourd, 1, 14,2014-7-11
6,6,Pumpkin, 1, 16,2014-7-11
7,7,Bean, 1, 50,2014-7-11
8,8,ClusterBeans, 1, 24,2014-7-11
9,9,Red Chillies, 1, 50,2014-7-11
10,10,Onion, 1, 24,2014-7-11
11,11,Pallari, 1, 30,2014-7-11
12,12,Ginger, 1, 130,2014-7-11
13,13,Potato, 1, 36,2014-7-11
14,14,Radish, 1, 24,2014-7-11
15,15,Mango, 1, 20,2014-7-11
16,16,Cabbage, 1, 28,2014-7-11
17,17,Carrot, 1, 44,2014-7-11
18,18,Beetroot, 1, 40,2014-7-11
19,19,Soybeans, 1, 100,2014-7-11
20,20,Drumstickbeans, 1, 70,2014-7-11
21,21,butterbeans, 1, –,2014-7-11
22,22,Banana nut, 1 piece, 4,2014-7-11
23,23,Banana stem, 1, 10,2014-7-11
24,24,BananaFlower, 1, 8,2014-7-11
25,25,Curry leaves, 1, 20,2014-7-11
26,26,Coriander leaves, 1, 60,2014-7-11
27,27,Mint, 1, 30,2014-7-11
28,28,GreensLeaves, 1, 10,2014-7-11
29,29,Garlic, 1, 70-140,2014-7-11
30,30,ButtonMushrooms, 1, 180,2014-7-11
31,31,Papaya, 1, 20,2014-7-11
32,32,SavSav, 1, 36,2014-7-11
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 36,2014-8-11
1,1,Tomotto ottu, 1, 44,2014-8-11
2,2,Ladys Finger, 1, 26,2014-8-11
3,3,Snake Guard, 1, 24,2014-8-11
4,4,Bitter Gourd, 1, 40,2014-8-11
5,5,Bottle gourd, 1, 14,2014-8-11
6,6,Pumpkin, 1, 16,2014-8-11
7,7,Bean, 1, 36,2014-8-11
8,8,Cluster Beans, 1, 20,2014-8-11
9,9,Red Chilies, 1, 44,2014-8-11
10,10,Onion, 1, 34,2014-8-11
11,11,Pallari, 1, 30,2014-8-11
12,12,Ginger, 1, 140,2014-8-11
13,13,Potato, 1, 38,2014-8-11
14,14,Radish, 1, 20,2014-8-11
15,15,Mango, 1, 30,2014-8-11
16,16,Cabbage, 1, 20,2014-8-11
17,17,Carrot, 1, 40,2014-8-11
18,18,Beetroot, 1, 44,2014-8-11
19,19,Soybeans, 1, 70,2014-8-11
20,20,Drumstick beans, 1, 54,2014-8-11
21,21,butter beans, 1, –,2014-8-11
22,22,Banana nut, 1 piece, 4,2014-8-11
23,23,Banana stem, 1, 8,2014-8-11
24,24,Banana Flower, 1, 6,2014-8-11
25,25,Curry leaves, 1, 20,2014-8-11
26,26,Coriander leaves, 1, 25,2014-8-11
27,27,Mint, 1, 20,2014-8-11
28,28,Greens Leaves, 1, 10,2014-8-11
29,29,Garlic, 1, 60-160,2014-8-11
30,30,Button Mushrooms, 1, 180,2014-8-11
31,31,Papaya, 1, 20,2014-8-11
32,32,SavSav, 1, 30,2014-8-11
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal/கத்தரிக்காய், 1, 32,2014-1-12
1,1,Tomotto ottu/தக்காளி ஒட்டு, 1, 08,2014-1-12
2,2,LadyFinger/வெண்டைக்காய், 1, 24,2014-1-12
3,3,SnakeGuard/புடலங்காய், 1, 16,2014-1-12
4,4,BitterGourd/பாகற்காய், 1, 24,2014-1-12
5,5,Bottlegourd/சுரைக்காய், 1, 10,2014-1-12
6,6,Pumpkin/பூசணிக்காய், 1, 14,2014-1-12
7,7,Bean/அவரை, 1, 20,2014-1-12
8,8,ClusterBeans/கொத்தவரை, 1, 16,2014-1-12
9,9,Red Chillies/குண்டு மிளகாய், 1, 20,2014-1-12
10,10,Onion/வெங்காயம், 1, 24,2014-1-12
11,11,Pallari/பல்லாரி, 1, 22,2014-1-12
12,12,Ginger/இஞ்சி, 1, 100,2014-1-12
13,13,Potato/உருளைக்கிழங்கு, 1, 28,2014-1-12
14,14,Radish/முள்ளங்கி, 1, 14,2014-1-12
15,15,Mango/மாங்காய், 1, 50,2014-1-12
16,16,Cabbage/முட்டைக்கோஸ், 1, 14,2014-1-12
17,17,Carrot/கேரட், 1, 24,2014-1-12
18,18,Beetroot/பீட்ரூட், 1, 18,2014-1-12
19,19,Soybeans/சோயாபீன்ஸ், 1, 80,2014-1-12
20,20,Drumstickbeans/முருங்கைபீன்ஸ், 1, 38,2014-1-12
21,21,butterbeans/பட்டர்பீன்ஸ், 1, 90,2014-1-12
